radio,1 Asiste,2 Asistió,3 Nunca asistió,TOTAL
661400415,376,733,65,1174
661400416,229,424,51,704
661470101,51,66,30,147
661470102,49,63,32,144
661470103,33,76,18,127
661470104,57,99,8,164
661470105,43,79,19,141
661470201,68,45,18,131
661470202,59,99,10,168
661470203,23,51,4,78
661470204,23,29,5,57
661470205,44,72,11,127
661470301,44,49,6,99
661470302,47,100,14,161
661470303,8,16,3,27
661470304,4,19,2,25
661470305,23,50,10,83
661470306,129,311,25,465
661470307,825,1167,106,2098
661470308,10,11,0,21
661470309,21,32,3,56
661470310,1,18,2,21
661470311,509,755,58,1322
661470312,481,785,56,1322
661470313,218,421,19,658
661470314,170,329,21,520
661470315,664,1042,85,1791
661470316,496,866,37,1399
661470317,669,801,98,1568
661470401,377,630,50,1057
661470402,277,401,41,719
661470403,131,209,24,364
661470404,178,314,37,529
661470405,66,107,18,191
661470406,0,13,1,14
661470407,1005,1101,125,2231
661470408,652,944,106,1702
661470409,353,580,40,973
661470501,302,568,50,920
661470502,462,506,43,1011
661470503,478,591,36,1105
661470504,443,738,50,1231
661470505,328,538,33,899
661470506,328,569,55,952
661470507,309,644,26,979
661470508,302,502,26,830
661470509,314,648,30,992
661470510,507,861,66,1434
661470511,481,843,69,1393
661470512,158,355,22,535
661470513,442,674,56,1172
661470514,377,747,56,1180
661470515,380,560,44,984
661540101,66,93,21,180
661540102,124,161,51,336
661540103,24,51,9,84
661540104,0,3,0,3
661540105,267,283,124,674
661540106,319,414,42,775
661540201,36,101,19,156
661540202,17,41,4,62
661540203,71,103,12,186
661540204,28,46,8,82
661540205,9,18,8,35
661540206,73,105,9,187
661540207,37,87,12,136
661540208,136,244,31,411
661540209,396,737,54,1187
661540210,413,721,53,1187
661540211,304,504,60,868
661610101,83,65,59,207
661610102,407,352,145,904
661610103,457,422,174,1053
661610104,71,87,46,204
661610105,238,227,88,553
661610106,80,69,42,191
661610107,67,105,34,206
661610108,81,73,18,172
661610109,149,176,40,365
661610110,536,465,89,1090
661610201,109,173,42,324
661610202,126,179,48,353
661610203,97,131,34,262
661610204,53,104,11,168
661610205,385,465,86,936
661610301,93,133,38,264
661610302,181,206,48,435
661610303,35,58,14,107
661610304,322,315,93,730
661610305,117,98,28,243
661610306,391,392,65,848
700070101,395,799,29,1223
700070102,400,867,44,1311
700070103,350,686,57,1093
700070104,259,612,22,893
700070201,395,666,74,1135
700070202,259,544,45,848
700070203,224,491,29,744
700070204,673,1020,161,1854
700070205,510,1026,89,1625
700070206,343,850,54,1247
700070207,215,393,28,636
700070301,611,883,121,1615
700070302,260,510,51,821
700070303,176,247,23,446
700070304,247,459,18,724
700070305,68,139,17,224
700070306,401,568,60,1029
700070307,476,728,75,1279
700070308,311,664,75,1050
700070401,177,377,37,591
700070402,184,345,47,576
700070403,373,725,67,1165
700070501,46,108,8,162
700140101,113,300,26,439
700140102,152,320,32,504
700140103,461,758,71,1290
700140104,268,553,45,866
700140105,311,554,56,921
700140106,325,763,26,1114
700140107,566,1010,66,1642
700140201,76,171,14,261
700140202,163,307,34,504
700140301,23,40,3,66
700210101,95,213,16,324
700210201,329,692,59,1080
700210202,77,121,10,208
700210203,362,578,53,993
700210204,89,120,12,221
700210205,4,27,2,33
700210301,130,203,20,353
700210302,308,583,43,934
700210401,313,582,30,925
700210402,54,84,5,143
700210403,397,595,49,1041
700210404,518,702,62,1282
700210405,80,102,14,196
700210501,4,78,4,86
700210601,4,25,4,33
700210701,38,207,2,247
700210702,0,1,0,1
700280101,183,628,5,816
700280102,118,453,9,580
700280103,143,450,4,597
700280104,168,484,6,658
700280105,76,240,4,320
700280106,186,523,10,719
700280107,121,271,7,399
700280108,90,364,2,456
700280109,64,279,1,344
700280110,148,445,1,594
700280111,120,379,6,505
700280112,167,485,9,661
700280113,81,271,4,356
700280114,116,534,21,671
700280115,87,268,2,357
700280116,134,388,4,526
700280117,99,257,5,361
700280118,78,329,2,409
700280201,323,568,24,915
700280202,270,702,22,994
700280203,486,741,15,1242
700280204,288,326,2,616
700280205,225,439,9,673
700280206,187,428,12,627
700280207,214,403,8,625
700280208,175,387,21,583
700280209,262,432,9,703
700280210,296,488,13,797
700280211,159,366,9,534
700280212,123,268,7,398
700280213,154,365,12,531
700280301,303,486,56,845
700280302,241,523,45,809
700280303,425,725,50,1200
700280304,360,796,32,1188
700280305,268,621,18,907
700280306,232,573,14,819
700280307,164,414,13,591
700280308,254,566,30,850
700280309,248,596,16,860
700280310,170,394,18,582
700280311,205,416,19,640
700280312,137,343,13,493
700280313,329,689,24,1042
700280314,204,431,11,646
700280315,103,288,4,395
700280316,228,574,14,816
700280317,171,358,6,535
700280318,380,727,68,1175
700280319,174,405,11,590
700280320,124,310,3,437
700280321,137,339,4,480
700280401,105,244,7,356
700280402,163,370,7,540
700280403,183,448,5,636
700280404,128,326,5,459
700280405,286,777,28,1091
700280406,217,533,8,758
700280407,188,456,11,655
700280408,243,598,14,855
700280409,166,407,14,587
700280410,285,563,23,871
700280411,212,340,6,558
700280412,269,716,25,1010
700280413,309,511,14,834
700280414,448,528,19,995
700280501,229,577,6,812
700280502,252,611,9,872
700280503,105,338,3,446
700280504,277,611,2,890
700280505,120,310,8,438
700280506,331,669,6,1006
700280507,190,366,7,563
700280508,245,463,11,719
700280509,169,403,4,576
700280510,235,404,1,640
700280511,219,663,9,891
700280512,180,358,2,540
700280513,225,450,15,690
700280514,122,293,7,422
700280515,219,421,23,663
700280516,215,373,1,589
700280601,435,779,81,1295
700280602,487,558,39,1084
700280603,177,476,15,668
700280604,213,539,30,782
700280605,294,637,15,946
700280606,157,382,16,555
700280607,225,517,16,758
700280608,248,684,6,938
700280609,218,567,15,800
700280610,139,396,4,539
700280611,246,611,18,875
700280612,170,541,10,721
700280613,227,592,10,829
700280614,183,461,8,652
700280615,232,595,24,851
700280616,142,359,8,509
700280617,410,663,27,1100
700280618,397,640,66,1103
700280619,125,291,3,419
700280701,319,618,20,957
700280702,168,382,12,562
700280703,330,602,14,946
700280704,296,660,21,977
700280705,254,593,16,863
700280706,222,536,10,768
700280707,306,678,26,1010
700280708,268,657,32,957
700280709,322,697,25,1044
700280710,282,623,30,935
700280711,314,743,25,1082
700280712,356,810,24,1190
700280713,223,482,28,733
700280714,329,704,26,1059
700280715,253,461,14,728
700280716,111,282,6,399
700280801,288,513,34,835
700280802,196,389,17,602
700280803,183,459,15,657
700280804,147,406,15,568
700280805,223,544,13,780
700280806,196,554,9,759
700280807,218,517,4,739
700280808,166,438,19,623
700280809,274,586,2,862
700280810,261,637,20,918
700280811,151,390,11,552
700280901,271,698,14,983
700280902,236,571,9,816
700280903,152,423,16,591
700280904,156,353,4,513
700280905,212,498,15,725
700280906,128,298,9,435
700280907,178,438,7,623
700280908,350,718,28,1096
700280909,259,517,23,799
700280910,247,530,19,796
700280911,93,182,6,281
700280912,177,332,18,527
700280913,143,346,26,515
700280914,117,361,10,488
700280915,268,683,17,968
700280916,321,676,36,1033
700350101,442,819,112,1373
700350102,374,713,83,1170
700350103,393,775,99,1267
700350104,383,619,40,1042
700350105,424,850,74,1348
700350106,473,631,33,1137
700350107,369,555,70,994
700350108,339,746,48,1133
700350109,288,680,35,1003
700350110,248,562,30,840
700350111,269,660,20,949
700350112,265,760,26,1051
700350113,287,569,27,883
700350114,274,782,19,1075
700350201,284,550,48,882
700350202,157,321,28,506
700350203,275,589,85,949
700350204,205,396,51,652
700350205,182,317,23,522
700350301,404,590,88,1082
700350302,356,609,74,1039
700350401,152,251,28,431
700350402,304,586,57,947
700350403,311,512,59,882
700350501,164,237,51,452
700350502,78,129,50,257
700350503,109,240,29,378
700350601,26,55,11,92
700350602,103,155,20,278
700350701,320,464,64,848
700350702,526,1120,76,1722
700350703,302,620,43,965
700350704,275,516,47,838
700350705,419,630,36,1085
700350706,368,399,25,792
700350707,443,598,86,1127
700350708,369,480,39,888
700350709,464,598,44,1106
700350710,287,506,72,865
700350711,399,574,88,1061
700420101,236,445,32,713
700420102,622,892,60,1574
700420103,260,665,25,950
700420104,538,1731,76,2345
700420105,517,714,35,1266
700420106,422,998,34,1454
700420107,206,512,30,748
700420108,309,647,53,1009
700420109,261,648,49,958
700420110,322,666,55,1043
700420111,455,486,51,992
700420112,305,530,30,865
700420201,481,838,44,1363
700420202,399,454,42,895
700420203,635,841,86,1562
700420204,750,1071,113,1934
700420205,278,678,59,1015
700420206,447,724,59,1230
700420207,693,1170,100,1963
700420208,276,547,37,860
700420209,557,792,61,1410
700420210,488,698,33,1219
700420211,298,484,37,819
700420212,617,920,83,1620
700420213,423,859,59,1341
700420214,298,690,42,1030
700420215,265,555,27,847
700420216,545,872,71,1488
700420217,463,911,68,1442
700420301,458,630,73,1161
700420302,407,774,64,1245
700420303,366,723,90,1179
700420304,42,99,13,154
700420401,403,625,72,1100
700420402,783,1063,176,2022
700420403,256,553,52,861
700420404,427,835,108,1370
700420405,417,811,57,1285
700420406,735,921,81,1737
700420407,563,655,126,1344
700420408,575,540,100,1215
700420409,301,654,29,984
700420410,325,585,49,959
700420411,361,523,42,926
700420412,405,893,36,1334
700420413,354,920,35,1309
700420414,645,960,84,1689
700420415,332,649,41,1022
700420416,456,642,26,1124
700420417,450,1102,45,1597
700420418,220,501,13,734
700420419,194,436,25,655
700420501,408,957,46,1411
700420502,400,794,48,1242
700420503,301,559,29,889
700420504,459,766,39,1264
700420505,589,910,137,1636
700420506,474,843,61,1378
700420507,650,888,47,1585
700420508,317,847,51,1215
700420509,349,790,37,1176
700420510,410,1034,33,1477
700420511,249,597,34,880
700420512,368,645,26,1039
700420513,334,712,44,1090
700420514,539,1060,59,1658
700420515,282,561,44,887
700490101,91,214,32,337
700490102,32,74,5,111
700490201,136,241,19,396
700490202,232,398,30,660
700490203,274,615,36,925
700490204,303,575,34,912
700490205,199,408,25,632
700490206,106,197,17,320
700490207,266,559,32,857
700490301,111,253,18,382
700490302,235,354,27,616
700490303,105,182,16,303
700490401,140,2102,7,2249
700560101,257,373,62,692
700560102,379,669,57,1105
700560103,167,401,46,614
700560104,303,509,42,854
700560105,430,861,65,1356
700560106,139,282,41,462
700560107,154,224,12,390
700560108,221,341,25,587
700560109,188,424,21,633
700560201,361,633,42,1036
700560202,282,609,22,913
700560203,335,678,35,1048
700560204,151,290,6,447
700560205,274,627,33,934
700560206,363,573,21,957
700560207,255,505,16,776
700560208,321,660,26,1007
700560209,298,488,21,807
700560210,109,149,12,270
700560211,327,780,28,1135
700560212,271,465,19,755
700560213,201,416,6,623
700560301,151,346,23,520
700560302,313,571,46,930
700560401,23,51,8,82
700560501,11,15,2,28
700560601,86,178,12,276
700560701,148,351,31,530
700560702,51,864,20,935
700630101,144,304,25,473
700630102,259,450,37,746
700630103,521,820,102,1443
700630104,89,177,23,289
700630105,46,81,8,135
700630106,421,638,71,1130
700630201,49,82,10,141
700630202,535,749,107,1391
700630203,296,741,78,1115
700630204,312,522,95,929
700630205,239,651,44,934
700700101,311,612,42,965
700700102,467,988,89,1544
700700103,518,937,104,1559
700700104,322,664,64,1050
700700105,374,686,84,1144
700700106,335,662,60,1057
700700107,377,586,68,1031
700700108,288,624,57,969
700700109,258,587,46,891
700700110,156,432,19,607
700700111,192,488,27,707
700700112,280,673,30,983
700700113,398,678,74,1150
700700114,473,974,125,1572
700700115,415,683,56,1154
700700201,100,169,23,292
700700202,147,262,38,447
700700203,344,746,87,1177
700700204,319,469,69,857
700700205,289,583,35,907
700700206,596,1228,108,1932
700700207,612,1247,142,2001
700700301,203,449,46,698
700700302,269,569,64,902
700700303,276,548,54,878
700700304,287,715,50,1052
700700305,143,266,33,442
700700401,54,82,11,147
700700501,486,711,79,1276
700700502,325,507,37,869
700700503,345,569,84,998
700700504,265,412,50,727
700700505,422,479,55,956
700700506,514,646,103,1263
700700507,495,583,91,1169
700700508,313,711,69,1093
700700509,284,684,59,1027
700700510,545,668,59,1272
700700511,619,1051,124,1794
700700512,548,853,86,1487
700700513,362,860,50,1272
700700514,447,880,82,1409
700700515,366,805,78,1249
700700516,556,768,139,1463
700700517,470,722,67,1259
700700518,220,451,44,715
700770101,128,346,32,506
700770102,621,1145,108,1874
700770103,7,7,1,15
700770104,544,684,93,1321
700770105,404,565,71,1040
700770106,326,630,57,1013
700770201,414,819,43,1276
700770202,453,916,58,1427
700770203,389,869,51,1309
700770204,413,915,49,1377
700770205,355,851,45,1251
700770206,483,735,44,1262
700770207,323,845,38,1206
700770208,433,1043,55,1531
700770209,425,605,27,1057
700770210,190,387,30,607
700770211,426,537,29,992
700770212,304,615,32,951
700770213,418,743,55,1216
700770301,286,588,28,902
700770302,265,607,35,907
700770303,290,667,35,992
700770304,374,867,50,1291
700770305,312,647,20,979
700770306,345,860,58,1263
700770307,414,862,63,1339
700770308,228,583,18,829
700770309,332,784,49,1165
700770310,355,818,32,1205
700770311,326,766,33,1125
700770312,246,522,42,810
700770313,219,596,42,857
700770401,202,469,22,693
700770402,184,397,25,606
700770403,239,508,29,776
700770404,264,551,27,842
700770405,256,569,22,847
700770406,259,728,19,1006
700770407,387,610,9,1006
700770408,251,518,14,783
700770409,182,470,29,681
700770410,328,799,31,1158
700770411,202,498,16,716
700770412,344,795,41,1180
700770413,164,444,10,618
700770414,211,481,28,720
700770415,243,514,43,800
700770416,219,576,36,831
700770501,298,647,18,963
700770502,408,827,72,1307
700770503,314,481,12,807
700770504,196,323,38,557
700770505,361,472,9,842
700770506,207,328,10,545
700770507,396,660,41,1097
700770508,291,467,60,818
700770509,249,360,30,639
700770510,591,685,65,1341
700770511,548,785,41,1374
700770512,517,622,30,1169
700770601,316,738,54,1108
700770602,290,634,65,989
700770603,166,315,13,494
700770701,259,535,61,855
700770702,195,400,30,625
700770703,168,348,38,554
700770801,194,423,21,638
700770802,234,503,48,785
700770803,422,905,51,1378
700770804,222,630,56,908
700770805,404,745,63,1212
700770806,617,924,73,1614
700770807,269,548,45,862
700770808,410,640,35,1085
700770809,404,894,64,1362
700770810,623,916,65,1604
700770811,413,655,70,1138
700770812,350,718,56,1124
700770813,543,1019,108,1670
700770814,310,645,68,1023
700770815,316,689,56,1061
700770901,252,666,24,942
700770902,219,586,17,822
700770903,258,635,21,914
700770904,339,749,43,1131
700770905,881,870,138,1889
700770906,347,737,47,1131
700770907,272,736,52,1060
700770908,311,646,44,1001
700770909,461,646,93,1200
700770910,414,785,61,1260
700770911,312,794,27,1133
700770912,295,653,29,977
700771001,184,447,24,655
700771002,430,994,59,1483
700771003,208,459,14,681
700771004,388,650,31,1069
700771005,326,749,28,1103
700771006,313,733,61,1107
700771007,437,806,50,1293
700771008,206,584,42,832
700771009,224,473,28,725
700771010,237,685,36,958
700771011,247,484,17,748
700771012,222,520,31,773
700771013,443,740,61,1244
700840101,16,36,2,54
700840102,91,135,8,234
700840201,436,657,153,1246
700840202,365,419,50,834
700840203,340,572,75,987
700840204,560,917,32,1509
700840205,310,602,109,1021
700840206,290,494,7,791
700840207,283,541,11,835
700840208,411,640,26,1077
700840209,299,531,10,840
700840210,484,667,16,1167
700840211,429,750,17,1196
700840212,369,857,13,1239
700840213,243,524,16,783
700840214,207,494,13,714
700840215,375,714,29,1118
700840216,359,704,22,1085
