radio,1 Urbano,2 Rural agrupado,3 Rural disperso,TOTAL
063577516,159,0,0,159
063577601,131,0,0,131
063577602,247,0,0,247
063577603,157,0,0,157
063577604,302,0,0,302
063577605,260,0,0,260
063577606,142,0,0,142
063577607,341,0,0,341
063577608,398,0,0,398
063577609,324,0,0,324
063577610,443,0,0,443
063577611,192,0,0,192
063577612,218,0,0,218
063577613,246,0,0,246
063577614,248,0,0,248
063577615,200,0,0,200
063577616,192,0,0,192
063577617,159,0,0,159
063577701,0,217,0,217
063577702,0,200,0,200
063577703,0,71,0,71
063577704,0,0,68,68
063577705,0,0,83,83
063577706,0,0,28,28
063577707,135,0,0,135
063577708,139,1,0,140
063577709,333,1,0,334
063577710,279,2,0,281
063577711,157,0,0,157
063577712,146,0,0,146
063577713,147,0,0,147
063577714,198,9,0,207
063577715,183,0,0,183
063577716,314,7,0,321
063577717,238,0,0,238
063577718,228,0,0,228
063577801,0,0,23,23
063577802,181,0,0,181
063577803,127,0,0,127
063577804,325,0,0,325
063577805,298,0,0,298
063577806,0,0,67,67
063577807,0,0,126,126
063577808,308,0,0,308
063577809,248,0,0,248
063577810,307,0,0,307
063577811,350,0,0,350
063577812,439,0,0,439
063577813,292,0,0,292
063577814,338,0,0,338
063577815,200,0,0,200
063577816,210,0,0,210
063577901,4,0,0,4
063577902,349,0,0,349
063577903,0,0,110,110
063577904,262,0,0,262
063577905,264,0,0,264
063577906,227,0,0,227
063577907,198,0,0,198
063577908,357,0,0,357
063577909,0,211,234,445
063577910,254,0,0,254
063577911,175,0,0,175
063577912,251,0,0,251
063577913,394,0,0,394
063577914,451,0,0,451
063577915,557,0,0,557
063577916,0,0,58,58
063577917,0,0,49,49
063578001,397,0,0,397
063578002,322,0,0,322
063578003,319,0,0,319
063578004,316,0,0,316
063578005,472,0,0,472
063578006,375,0,0,375
063578007,197,0,0,197
063578008,202,0,0,202
063578009,155,0,0,155
063578010,173,0,0,173
063578011,215,0,0,215
063578012,147,0,0,147
063578013,192,0,0,192
063578014,176,0,0,176
063578015,2,0,3,5
063578016,313,0,0,313
063578017,225,0,0,225
063578018,177,0,0,177
063578101,0,0,118,118
063578102,0,0,33,33
063578103,0,0,11,11
063578104,111,0,0,111
063578105,0,0,93,93
063578106,175,0,0,175
063578107,175,0,0,175
063578108,224,0,0,224
063578109,190,0,0,190
063578110,207,0,0,207
063578111,230,0,0,230
063578112,218,0,0,218
063578113,158,0,0,158
063578114,373,0,0,373
063578201,0,0,54,54
063578202,102,0,0,102
063578203,193,0,138,331
063578204,218,0,0,218
063578205,351,0,0,351
063578206,0,174,98,272
063578207,160,0,0,160
063578208,211,0,0,211
063578209,166,0,0,166
063578210,134,0,0,134
063578211,309,0,0,309
063578212,336,0,0,336
063578213,138,0,0,138
063578301,0,0,125,125
063578302,0,165,0,165
063640101,364,0,0,364
063640102,231,0,0,231
063640103,376,0,0,376
063640104,295,0,0,295
063640105,343,0,0,343
063640106,297,0,0,297
063640107,238,0,0,238
063640108,261,0,0,261
063640109,271,0,0,271
063640110,267,0,0,267
063640111,294,0,0,294
063640112,209,0,0,209
063640113,215,0,0,215
063640114,423,0,0,423
063640115,256,0,0,256
063640116,261,0,0,261
063640117,230,0,0,230
063640118,260,0,0,260
063640119,434,0,0,434
063640201,255,0,0,255
063640202,239,0,0,239
063640203,643,0,0,643
063640204,122,0,5,127
063640205,398,0,35,433
063640206,237,0,0,237
063640207,348,0,0,348
063640208,219,0,0,219
063640209,191,0,0,191
063640210,354,0,0,354
063640211,168,0,0,168
063640212,165,0,0,165
063640213,226,0,0,226
063640214,203,0,0,203
063640301,174,0,102,276
063640302,295,0,0,295
063640303,274,0,0,274
063640304,222,0,0,222
063640305,203,0,0,203
063640306,401,0,0,401
063640307,483,0,0,483
063640308,328,0,0,328
063640309,153,0,0,153
063640310,187,0,0,187
063640311,459,0,0,459
063640312,359,0,0,359
063640313,296,0,0,296
063640314,213,0,0,213
063640315,281,0,0,281
063640316,317,0,0,317
063640317,138,0,1,139
063640318,310,0,0,310
063640401,395,0,0,395
063640402,170,0,0,170
063640403,385,0,0,385
063640404,136,0,0,136
063640405,357,0,0,357
063640406,242,0,0,242
063640407,221,0,0,221
063640408,218,0,0,218
063640409,277,0,0,277
063640410,285,0,0,285
063640411,184,0,0,184
063640412,256,0,0,256
063640413,233,0,8,241
063640414,32,0,19,51
063640501,110,0,48,158
063640502,0,0,30,30
063640503,0,0,23,23
063640504,67,0,41,108
063640601,0,0,15,15
063640602,0,0,35,35
063640603,74,0,9,83
063640604,0,0,35,35
063640701,306,0,0,306
063640702,314,0,0,314
063640703,293,0,0,293
063640704,391,0,0,391
063640705,285,0,0,285
063640706,404,0,0,404
063640707,285,0,0,285
063640708,295,0,0,295
063640709,440,0,0,440
063640710,271,0,0,271
063640711,238,0,0,238
063640712,473,0,0,473
063640713,324,0,0,324
063640714,295,0,0,295
063640715,244,0,0,244
063640716,209,0,0,209
063640717,203,0,0,203
063640801,210,0,30,240
063640802,186,0,0,186
063640803,201,0,0,201
063640804,182,0,0,182
063640805,298,0,0,298
063640806,237,0,0,237
063640807,137,0,0,137
063640808,134,0,0,134
063640809,301,0,0,301
063640810,332,0,0,332
063640811,178,0,0,178
063640812,186,0,0,186
063640813,327,0,0,327
063640814,249,0,0,249
063640815,228,0,0,228
063640816,330,0,0,330
063640817,283,0,0,283
063640818,292,0,0,292
063640819,305,0,0,305
063640820,224,0,0,224
063640821,179,0,0,179
063640822,224,0,0,224
063640823,384,0,0,384
063850101,0,279,28,307
063850102,0,0,36,36
063850103,0,0,51,51
063850104,0,0,11,11
063850105,0,0,17,17
063850106,0,214,0,214
063850107,0,264,0,264
063850201,0,151,0,151
063850202,0,0,36,36
063850203,0,0,39,39
063850204,0,0,28,28
063850301,0,0,15,15
063850302,0,0,30,30
063850303,0,0,33,33
063850401,0,84,15,99
063850402,0,0,33,33
063850403,0,0,28,28
063850404,0,0,15,15
063850405,0,0,25,25
063850501,0,0,28,28
063850601,0,0,42,42
063850701,357,0,0,357
063850702,329,0,0,329
063850703,238,0,0,238
063850704,328,0,0,328
063850705,387,0,0,387
063850706,250,0,0,250
063850707,386,0,0,386
063850708,383,0,0,383
063850709,321,0,0,321
063850710,308,0,0,308
063850711,248,0,0,248
063850712,73,0,0,73
063850713,283,0,0,283
063850714,330,0,0,330
063850715,306,0,0,306
063850716,250,0,0,250
063850717,241,0,0,241
063850718,67,0,0,67
063850801,0,11,54,65
063850802,0,0,29,29
063850901,0,0,36,36
063850902,0,0,29,29
063851001,329,0,0,329
063851002,407,0,197,604
063851101,0,0,35,35
063851102,0,0,55,55
063920101,284,0,0,284
063920102,489,0,0,489
063920103,260,0,0,260
063920104,260,0,0,260
063920105,430,0,0,430
063920106,459,0,0,459
063920107,362,0,0,362
063920108,368,0,0,368
063920109,441,0,0,441
063920110,363,0,0,363
063920111,281,0,0,281
063920112,325,0,0,325
063920113,329,0,0,329
063920114,337,0,0,337
063920115,308,0,0,308
063920116,241,0,0,241
063920201,0,0,33,33
063920202,0,0,24,24
063920203,0,0,18,18
063920204,0,0,7,7
063920301,0,297,0,297
063920302,0,0,26,26
063920303,0,16,7,23
063920304,0,0,17,17
063920305,0,0,43,43
063920306,0,0,52,52
063920401,0,158,0,158
063920402,0,0,34,34
063920403,0,0,36,36
063920404,0,0,14,14
063920405,0,0,32,32
063920501,0,12,0,12
063920502,0,0,37,37
063920503,0,0,18,18
063920504,0,0,26,26
063920505,0,0,11,11
063920601,0,128,0,128
063920602,0,0,37,37
063920603,0,0,28,28
063920604,0,0,36,36
063920605,0,15,83,98
063920701,0,0,28,28
063920702,0,248,0,248
063920703,0,0,87,87
063920704,0,0,37,37
063920705,0,125,0,125
063920706,0,131,0,131
063920707,0,133,0,133
063920708,0,164,0,164
063920709,0,0,36,36
063920710,0,0,55,55
063920801,0,293,0,293
063920802,0,0,49,49
063920803,0,12,59,71
063920804,0,0,47,47
063920805,0,0,45,45
063920806,0,422,0,422
063920901,360,0,0,360
063920902,87,0,10,97
063920903,36,0,111,147
063920904,0,0,47,47
063920905,0,0,31,31
063920906,159,0,0,159
063920907,215,0,0,215
063921001,0,0,42,42
063921002,0,0,20,20
063921003,0,0,11,11
063921004,0,0,32,32
063921005,0,0,73,73
063921006,0,0,15,15
063921101,0,0,15,15
063921102,0,0,24,24
063921103,0,0,8,8
063921201,296,0,0,296
063921202,297,0,0,297
063921203,343,0,0,343
063921204,0,0,55,55
063921205,0,0,31,31
063921206,290,0,0,290
063921207,110,0,26,136
063921208,0,0,21,21
063921209,0,0,25,25
063921301,0,0,44,44
063921302,0,0,62,62
063921303,0,0,40,40
063921401,0,32,0,32
063921402,0,0,17,17
063921403,0,0,7,7
063921404,0,0,21,21
063921501,0,257,0,257
063921502,0,250,0,250
063921503,0,19,52,71
063921504,0,0,29,29
063921505,0,0,24,24
063921506,0,205,0,205
063921507,0,0,22,22
063990101,336,0,0,336
063990102,277,0,0,277
063990103,180,0,0,180
063990104,0,0,76,76
063990105,167,0,156,323
063990106,332,0,0,332
063990107,146,0,0,146
063990108,201,0,0,201
063990109,212,0,0,212
063990201,0,0,29,29
063990202,0,0,61,61
063990301,0,0,72,72
063990302,0,17,68,85
063990303,0,161,0,161
063990304,0,262,0,262
063990401,0,0,38,38
063990402,0,0,32,32
063990501,0,497,0,497
063990502,0,179,0,179
063990503,0,13,60,73
063990504,0,20,97,117
063990601,0,0,126,126
063990602,0,0,74,74
063990701,0,0,30,30
063990702,56,0,62,118
063990703,313,0,1,314
063990704,326,0,0,326
063990705,287,0,0,287
063990706,262,0,0,262
063990801,0,39,0,39
063990802,0,0,44,44
063990803,0,0,38,38
063990804,0,0,27,27
063990805,0,0,39,39
064060101,0,0,7,7
064060102,0,0,6,6
064060103,0,0,11,11
064060104,0,0,10,10
064060105,0,0,22,22
064060106,0,0,15,15
064060107,0,0,5,5
064060201,317,0,0,317
064060202,367,0,0,367
064060203,364,0,0,364
064060204,375,0,0,375
064060205,416,0,0,416
064060206,384,0,0,384
064060207,279,0,0,279
064060208,0,0,28,28
064060209,0,0,25,25
064060210,73,0,71,144
064060211,0,0,46,46
064060212,0,0,23,23
064060213,0,0,54,54
064060214,253,0,0,253
064060215,354,0,0,354
064060216,251,0,0,251
064060301,0,0,18,18
064060302,0,34,31,65
064060303,0,0,14,14
064060304,0,0,25,25
064060305,0,0,27,27
064060306,0,0,29,29
064060307,0,0,16,16
064060308,0,0,43,43
064060309,0,0,9,9
064130101,281,0,0,281
064130102,278,0,0,278
064130103,306,0,0,306
064130104,378,0,0,378
064130105,278,0,0,278
064130106,403,0,0,403
064130107,361,0,0,361
064130108,328,0,0,328
064130109,311,0,0,311
064130110,401,0,0,401
064130201,422,0,0,422
064130202,303,0,0,303
064130203,354,0,0,354
064130204,302,0,0,302
064130205,274,0,0,274
064130206,304,0,0,304
064130207,442,0,0,442
064130208,348,0,0,348
064130209,355,0,0,355
064130210,379,0,0,379
064130211,377,0,0,377
064130212,352,0,0,352
064130213,274,0,0,274
064130301,198,0,0,198
064130302,379,0,0,379
064130303,419,0,0,419
064130304,316,0,0,316
064130305,374,0,0,374
064130306,331,0,0,331
064130307,402,0,0,402
064130308,223,0,0,223
064130309,311,0,0,311
064130310,288,0,0,288
064130311,292,0,0,292
064130401,324,0,0,324
064130402,399,0,0,399
064130403,408,0,0,408
064130404,439,0,0,439
064130405,365,0,0,365
064130406,460,0,0,460
064130407,293,0,0,293
064130408,471,0,0,471
064130409,467,0,0,467
064130410,235,0,0,235
064130411,353,0,0,353
064130412,277,0,0,277
064130413,437,0,0,437
064130501,482,0,0,482
064130502,345,0,0,345
064130503,392,0,0,392
064130504,373,0,0,373
064130505,235,0,0,235
064130506,389,0,0,389
064130507,424,0,0,424
064130508,358,0,0,358
064130509,374,0,0,374
064130510,219,0,0,219
064130511,401,0,0,401
064130512,371,0,0,371
064130513,225,0,0,225
064130601,206,0,0,206
064130602,290,0,0,290
064130603,376,0,0,376
064130604,433,0,0,433
064130605,424,0,0,424
064130606,367,0,0,367
064130607,442,0,0,442
064130608,276,0,0,276
064130609,358,0,0,358
064130610,246,0,0,246
064130611,314,0,0,314
064130612,252,0,0,252
064130703,0,40,0,40
064130704,0,32,0,32
064130901,0,50,0,50
064130902,0,0,10,10
064131101,0,56,0,56
064131106,0,49,0,49
064131301,66,0,81,147
064131302,343,0,0,343
064131303,200,0,0,200
064131304,379,0,0,379
064131305,181,0,0,181
064131306,40,0,0,40
064131307,365,0,0,365
064131308,187,0,0,187
064131309,228,0,0,228
064131401,0,0,44,44
064131402,23,0,19,42
064131403,97,0,0,97
064131404,36,0,0,36
064131405,2,0,0,2
064131406,154,0,0,154
064131407,366,0,0,366
064131408,200,0,0,200
064131409,142,0,0,142
064131501,0,123,0,123
064131502,0,27,0,27
064131503,0,0,35,35
064131504,0,0,10,10
064131505,168,0,0,168
064131506,0,41,5,46
064131507,0,384,0,384
064131508,110,0,0,110
064131509,121,0,0,121
064131601,0,20,0,20
064131801,0,113,0,113
064131802,0,42,0,42
064131803,0,7,20,27
064131804,0,0,6,6
064131805,0,0,7,7
064131806,0,6,12,18
064131901,0,0,39,39
064131902,165,0,24,189
064131903,62,0,0,62
064131904,89,0,0,89
064131905,68,0,0,68
064131906,0,13,50,63
064132101,461,0,0,461
064132102,323,0,0,323
064132103,261,0,0,261
064132104,478,0,0,478
064132105,316,0,0,316
064132106,233,0,0,233
064132107,304,0,0,304
064132108,477,0,0,477
064132109,517,0,0,517
064132110,419,0,0,419
064132201,139,0,0,139
064132202,126,0,0,126
064132203,105,0,0,105
064132204,110,0,0,110
064132205,198,0,0,198
064132206,160,0,0,160
064132207,100,0,0,100
064132208,110,0,0,110
064132209,147,0,0,147
064132210,186,0,0,186
064132211,257,0,0,257
064132212,140,0,0,140
064200101,0,10,0,10
064200102,219,0,0,219
064200103,242,0,0,242
064200104,395,0,0,395
064200105,307,0,0,307
064200106,316,0,0,316
064200107,281,0,0,281
064200108,287,0,0,287
064200109,283,0,0,283
064200110,346,0,0,346
064200111,380,0,0,380
064200112,260,0,0,260
064200113,393,0,0,393
064200114,336,0,0,336
064200115,272,0,0,272
064200116,479,0,0,479
064200201,248,0,0,248
064200202,340,0,0,340
064200203,240,0,0,240
064200204,280,0,0,280
064200205,259,0,0,259
064200206,258,0,0,258
064200207,342,0,0,342
064200208,416,0,0,416
064200209,371,0,0,371
064200210,123,0,0,123
064200211,238,0,0,238
064200212,330,0,0,330
064200213,306,0,0,306
064200214,241,0,0,241
064200215,413,0,0,413
064200216,405,0,0,405
064200301,550,0,0,550
064200302,325,0,0,325
064200303,335,0,0,335
064200304,256,0,0,256
064200305,262,0,0,262
064200306,276,0,0,276
064200307,238,0,0,238
064200308,330,0,0,330
064200309,180,0,0,180
064200310,129,0,0,129
064200311,208,0,0,208
064200312,231,0,0,231
064200313,173,0,0,173
064200314,210,0,0,210
064200315,0,129,0,129
064200316,339,0,0,339
064200317,341,0,0,341
064200318,346,0,0,346
064200319,303,0,0,303
064200320,286,0,0,286
064200401,549,0,0,549
064200402,518,0,0,518
064200403,270,0,0,270
064200404,307,0,0,307
064200405,396,0,0,396
064200406,440,0,0,440
064200407,337,0,0,337
064200408,325,0,0,325
064200409,375,0,0,375
064200410,255,0,0,255
064200411,211,0,0,211
064200412,296,0,0,296
064200413,313,0,0,313
064200414,354,0,0,354
064200415,450,0,0,450
064200416,483,0,0,483
064200417,237,0,0,237
064200418,475,0,0,475
064200419,422,0,0,422
064200501,0,6,0,6
064200502,295,0,0,295
064200503,380,0,0,380
064200504,288,0,0,288
064200505,314,0,0,314
064200506,489,0,0,489
064200507,323,0,0,323
064200508,311,0,0,311
064200509,381,0,0,381
064200510,203,0,0,203
064200511,254,0,0,254
064200512,273,0,0,273
064200601,434,0,0,434
064200602,265,0,0,265
064200603,286,0,0,286
064200604,292,0,0,292
064200605,368,0,0,368
064200606,293,0,0,293
064200607,478,0,0,478
064200608,388,0,0,388
064200609,400,0,0,400
064200610,297,0,0,297
064200611,255,0,0,255
064200612,400,0,0,400
064200701,538,0,0,538
064200702,377,0,0,377
064200703,201,0,0,201
064200704,322,0,0,322
064200705,273,0,0,273
064200706,351,0,0,351
064200707,429,0,0,429
064200708,379,0,0,379
064200709,339,0,0,339
064200710,248,0,0,248
064200711,324,0,0,324
064200801,347,0,0,347
064200802,407,0,0,407
064200803,253,0,0,253
064200804,284,0,0,284
064200805,249,0,0,249
064200806,316,0,0,316
064200807,411,0,0,411
064200808,323,0,0,323
064200809,340,0,0,340
064200901,451,0,0,451
064200902,203,0,0,203
064200903,317,0,0,317
064200904,241,0,0,241
064200905,310,0,0,310
064200906,296,0,0,296
064200907,446,0,0,446
064200908,234,0,0,234
064200909,384,0,0,384
064200910,342,0,0,342
064200911,322,0,0,322
064200912,314,0,0,314
064201001,175,0,0,175
064201002,210,0,0,210
064201003,289,0,0,289
064201004,253,0,0,253
064201005,497,0,0,497
064201006,506,0,0,506
064201007,320,0,0,320
064201008,507,0,0,507
064201009,252,0,0,252
064201010,637,0,0,637
064201011,597,0,0,597
064201012,436,0,0,436
064201013,593,0,0,593
064201101,227,0,0,227
064201102,294,0,0,294
064201103,338,0,0,338
064201104,383,0,0,383
064201105,326,0,0,326
064201106,216,0,0,216
064201107,387,0,0,387
064201108,281,0,0,281
064201109,385,0,0,385
064201110,550,0,0,550
064201111,482,0,0,482
064201112,235,0,0,235
064201113,304,0,0,304
064201114,503,0,0,503
064201115,470,0,0,470
064201116,755,0,0,755
064201117,290,0,0,290
064201201,618,0,0,618
064201202,58,0,0,58
064201203,762,0,0,762
064201204,442,0,0,442
064201205,340,0,0,340
064201206,340,0,0,340
064201207,388,0,0,388
064201208,807,0,0,807
064201209,0,1,0,1
064201210,229,0,0,229
064201211,304,0,0,304
064201212,323,0,0,323
064201213,326,0,0,326
064201214,91,0,0,91
064201301,312,0,0,312
064201302,291,0,0,291
064201303,352,0,0,352
064201304,254,0,0,254
064201305,354,0,0,354
064201306,313,0,0,313
064201307,503,0,0,503
064201308,416,0,0,416
064201309,377,0,0,377
064201310,459,0,0,459
064201311,404,0,0,404
064201401,435,0,0,435
064201402,370,0,0,370
064201403,384,0,0,384
064201404,447,0,0,447
064201405,388,0,0,388
064201406,436,0,0,436
064201407,298,0,0,298
064201408,339,0,0,339
064201409,636,0,0,636
064201410,334,0,0,334
064201501,276,0,0,276
064201502,449,0,0,449
064201503,429,0,0,429
064201504,414,0,0,414
064201505,386,0,0,386
064201506,552,0,0,552
064201507,477,0,0,477
064201508,476,0,0,476
064201509,221,0,0,221
064201510,255,0,0,255
064201601,445,0,0,445
064201602,504,0,0,504
064201603,501,0,0,501
064201604,316,0,0,316
064201605,374,0,0,374
064201606,318,0,0,318
064201607,349,0,0,349
064201608,286,0,0,286
064201609,283,0,0,283
064201610,304,0,0,304
064201611,302,0,0,302
064201612,487,0,0,487
064201701,379,0,0,379
064201702,47,0,0,47
064201703,564,0,0,564
064201704,431,0,0,431
064201705,493,0,0,493
064201706,364,0,0,364
064201707,284,0,0,284
064201708,357,0,0,357
064201709,400,0,0,400
064201710,142,0,0,142
064201801,304,0,0,304
064201802,224,0,0,224
064201803,479,0,0,479
064201804,321,0,0,321
064201805,323,0,0,323
064201806,220,0,0,220
064201807,280,0,0,280
064201808,339,0,0,339
064201809,251,0,0,251
064201810,334,0,0,334
064201811,186,0,0,186
064201812,617,0,0,617
064201901,169,0,0,169
064201902,384,0,0,384
064201903,367,0,0,367
064201904,526,0,0,526
064201905,451,0,0,451
064201906,472,0,0,472
064201907,249,0,0,249
064201908,291,0,0,291
064201909,273,0,0,273
064201910,258,0,0,258
064201911,380,0,0,380
064201912,407,0,0,407
064202001,381,0,0,381
064202002,393,0,0,393
